id,created_at,text
31,Tue Jan 30 11:13:14 +0000 2024,"Thalapathy Vijay is also preparing to enter politics

Vijay is going to launch his party
According to reports, Vijay will be the president of his party.

The process of registering it with the Election Commission has been started.

 #TamilNadu https://t.co/yCxQRv93pl"
32,Tue Jan 30 11:09:48 +0000 2024,Lok Sabha election production ADMK 20+ Dmk 15+ other 3+ if this result will come only vijay will be not participate this election means.  #SunNews  #savukkesanker #Savukkumedia  @polimernews @SunTV #tnelection  #gobackmodi #vijay @ibctamilmedia
33,Tue Jan 30 10:15:46 +0000 2024,'@itisprashanth @actorvijay Before election Vijay will also back stab public like @rajinikanth to ensure DMK victory. Both are DMK b team. At least @ikamalhaasan is honest to accept it.
34,Tue Jan 30 09:43:29 +0000 2024,"Vijay Rangarajan has been appointed the new head of the Electoral Commission, which oversees election finance. He's currently Director General at the FCDO, working on ""climate, energy, environment, global health &amp; Covid"". Also worked at MoJ and Cabinet Office on election issues"
35,Tue Jan 30 09:28:35 +0000 2024,'@Vijay_Gill321 Bc isliye ki jaldi yaaha bhi election ho
36,Tue Jan 30 09:02:51 +0000 2024,'@BATMANashlin @mrharichandrar1 Election la umbuvan vijay 👍👍
37,Tue Jan 30 08:57:03 +0000 2024,"'@mechanic_jockey His orator skills

He doesn't own media when he speaks it will easily go to the roots

Udhay vs Vijay

Udhay only positive is he have structural organization

But Vijay have crowd pulling power which is 10x greater than udhay

He may not win first election"
38,Tue Jan 30 07:55:51 +0000 2024,'@ShivamSanghi12 Bahut bahut badhai kitna bhi koi bolo public ko Kam dikhta hai bjp ka esliye election me Vijay hoti hai ED &amp; CBI se vijay nhi hota hai ye Aaj or bhi confirm ho gya. 👍
39,Tue Jan 30 03:57:26 +0000 2024,"Daa Vijay fans unka attam
Ellam election vanthapiraku 
Adankipoyidum 
Affuram poi vijaya ooooooo"
40,Tue Jan 30 03:29:40 +0000 2024,"'@Vetrimaran_TM @actorvijay balama ile bro, rombave balama varum, attack by all side, DMK, ADMK, BJP, CONGRESS, other small parties, even heroes will be redirected against VIjay bro, when election comes near by, who knows, Rajini &amp; Ajith, gave voie agaisnt Vijay bro bysupporting BJP/DMK, expect the…"
41,Tue Jan 30 19:20:19 +0000 2024,Vijay might get Christianity money for election expenses. https://t.co/YY4dTwmgFF
42,Tue Jan 30 18:18:22 +0000 2024,Thala for a reason is the only idealogy Vijay na needs to win in the election 🥰
43,Tue Jan 30 17:46:36 +0000 2024,'@SCGpidge @rajeshoffcl @iBeingSankalp Election la ninna affidavit submit pannanum.. athilae Vijay ku wife name enganu suthadi vilum.. daily campaign poganum.. jeyicha assembly ku poganum .. pathirikaiyalar ah santhikanum.. ithukellam sari pattu vara matan vijay
44,Tue Jan 30 14:46:54 +0000 2024,"Tamil superstar Thalapathy Vijay, has begun the process of launching his political party in Tamil Nadu. 

He has reportedly been elected as party president. The party will soon be registered with the Election Commission of India.

 #VijayThalapathy #TamilNadu https://t.co/NugkukTjIG"
45,Tue Jan 30 14:38:26 +0000 2024,"'@geejeyz @Forumkeralam2 @actorvijay @ikamalhaasan @VanathiBJP Exactly Vijay's fanbase might be bigger than Kamal's but in 2019 LS election, MNM scored 3.5% votes just because educated people and A centre voters considered Kamal to be experienced and knowledgeable both of which Vijay lacks."
46,Tue Jan 30 14:29:53 +0000 2024,'@arminiu_ss Atleast Vijay Sinha will surely be with BJP if Nitish Kumar takes another  U turn after 2024 Lok Sabha election.
47,Tue Jan 30 14:24:09 +0000 2024,"'@Forumkeralam2 @actorvijay No chance... Even @ikamalhaasan didn't won minimum 1 seat in assembly election. #KamalHaasan lost against @VanathiBJP in #Coimbatore. 

Vijay has fan base, but that will not convert as vote since he has many bad remarks in cinema career itself."
48,Tue Jan 30 14:15:02 +0000 2024,'@rajeshoffcl @iBeingSankalp Enaku therinju Vijay election la nikka matan.. vmi alungala nippatuvan..
49,Tue Jan 30 14:13:05 +0000 2024,"'@TheAakashavaani Vijay is going to take break for 2 years (political break for 2026 election)

After break it may happen🤞"
50,Tue Jan 30 14:01:59 +0000 2024,"'@Forumkeralam2 @actorvijay He will lose. Tough to win election with this toxic fan base. 

Vijay might have good intentions.
His fans should also have that thought"
51,Tue Jan 30 11:13:14 +0000 2024,"Thalapathy Vijay is also preparing to enter politics

Vijay is going to launch his party
According to reports, Vijay will be the president of his party.

The process of registering it with the Election Commission has been started.

 #TamilNadu https://t.co/yCxQRv93pl"
52,Tue Jan 30 11:09:48 +0000 2024,Lok Sabha election production ADMK 20+ Dmk 15+ other 3+ if this result will come only vijay will be not participate this election means.  #SunNews  #savukkesanker #Savukkumedia  @polimernews @SunTV #tnelection  #gobackmodi #vijay @ibctamilmedia
53,Tue Jan 30 10:15:46 +0000 2024,'@itisprashanth @actorvijay Before election Vijay will also back stab public like @rajinikanth to ensure DMK victory. Both are DMK b team. At least @ikamalhaasan is honest to accept it.
54,Tue Jan 30 09:43:29 +0000 2024,"Vijay Rangarajan has been appointed the new head of the Electoral Commission, which oversees election finance. He's currently Director General at the FCDO, working on ""climate, energy, environment, global health &amp; Covid"". Also worked at MoJ and Cabinet Office on election issues"
55,Tue Jan 30 09:28:35 +0000 2024,'@Vijay_Gill321 Bc isliye ki jaldi yaaha bhi election ho
56,Tue Jan 30 09:02:51 +0000 2024,'@BATMANashlin @mrharichandrar1 Election la umbuvan vijay 👍👍
57,Tue Jan 30 08:57:03 +0000 2024,"'@mechanic_jockey His orator skills

He doesn't own media when he speaks it will easily go to the roots

Udhay vs Vijay

Udhay only positive is he have structural organization

But Vijay have crowd pulling power which is 10x greater than udhay

He may not win first election"
58,Tue Jan 30 07:55:51 +0000 2024,'@ShivamSanghi12 Bahut bahut badhai kitna bhi koi bolo public ko Kam dikhta hai bjp ka esliye election me Vijay hoti hai ED &amp; CBI se vijay nhi hota hai ye Aaj or bhi confirm ho gya. 👍
59,Tue Jan 30 03:57:26 +0000 2024,"Daa Vijay fans unka attam
Ellam election vanthapiraku 
Adankipoyidum 
Affuram poi vijaya ooooooo"
60,Tue Jan 30 03:29:40 +0000 2024,"'@Vetrimaran_TM @actorvijay balama ile bro, rombave balama varum, attack by all side, DMK, ADMK, BJP, CONGRESS, other small parties, even heroes will be redirected against VIjay bro, when election comes near by, who knows, Rajini &amp; Ajith, gave voie agaisnt Vijay bro bysupporting BJP/DMK, expect the…"
61,Tue Jan 30 19:20:19 +0000 2024,Vijay might get Christianity money for election expenses. https://t.co/YY4dTwmgFF
62,Tue Jan 30 18:18:22 +0000 2024,Thala for a reason is the only idealogy Vijay na needs to win in the election 🥰
63,Tue Jan 30 17:46:36 +0000 2024,'@SCGpidge @rajeshoffcl @iBeingSankalp Election la ninna affidavit submit pannanum.. athilae Vijay ku wife name enganu suthadi vilum.. daily campaign poganum.. jeyicha assembly ku poganum .. pathirikaiyalar ah santhikanum.. ithukellam sari pattu vara matan vijay
64,Tue Jan 30 14:46:54 +0000 2024,"Tamil superstar Thalapathy Vijay, has begun the process of launching his political party in Tamil Nadu. 

He has reportedly been elected as party president. The party will soon be registered with the Election Commission of India.

 #VijayThalapathy #TamilNadu https://t.co/NugkukTjIG"
65,Tue Jan 30 14:38:26 +0000 2024,"'@geejeyz @Forumkeralam2 @actorvijay @ikamalhaasan @VanathiBJP Exactly Vijay's fanbase might be bigger than Kamal's but in 2019 LS election, MNM scored 3.5% votes just because educated people and A centre voters considered Kamal to be experienced and knowledgeable both of which Vijay lacks."
66,Tue Jan 30 14:29:53 +0000 2024,'@arminiu_ss Atleast Vijay Sinha will surely be with BJP if Nitish Kumar takes another  U turn after 2024 Lok Sabha election.
67,Tue Jan 30 14:24:09 +0000 2024,"'@Forumkeralam2 @actorvijay No chance... Even @ikamalhaasan didn't won minimum 1 seat in assembly election. #KamalHaasan lost against @VanathiBJP in #Coimbatore. 

Vijay has fan base, but that will not convert as vote since he has many bad remarks in cinema career itself."
68,Tue Jan 30 14:15:02 +0000 2024,'@rajeshoffcl @iBeingSankalp Enaku therinju Vijay election la nikka matan.. vmi alungala nippatuvan..
69,Tue Jan 30 14:13:05 +0000 2024,"'@TheAakashavaani Vijay is going to take break for 2 years (political break for 2026 election)

After break it may happen🤞"
70,Tue Jan 30 14:01:59 +0000 2024,"'@Forumkeralam2 @actorvijay He will lose. Tough to win election with this toxic fan base. 

Vijay might have good intentions.
His fans should also have that thought"
71,Tue Jan 30 11:13:14 +0000 2024,"Thalapathy Vijay is also preparing to enter politics

Vijay is going to launch his party
According to reports, Vijay will be the president of his party.

The process of registering it with the Election Commission has been started.

 #TamilNadu https://t.co/yCxQRv93pl"
72,Tue Jan 30 11:09:48 +0000 2024,Lok Sabha election production ADMK 20+ Dmk 15+ other 3+ if this result will come only vijay will be not participate this election means.  #SunNews  #savukkesanker #Savukkumedia  @polimernews @SunTV #tnelection  #gobackmodi #vijay @ibctamilmedia
73,Tue Jan 30 10:15:46 +0000 2024,'@itisprashanth @actorvijay Before election Vijay will also back stab public like @rajinikanth to ensure DMK victory. Both are DMK b team. At least @ikamalhaasan is honest to accept it.
74,Tue Jan 30 09:43:29 +0000 2024,"Vijay Rangarajan has been appointed the new head of the Electoral Commission, which oversees election finance. He's currently Director General at the FCDO, working on ""climate, energy, environment, global health &amp; Covid"". Also worked at MoJ and Cabinet Office on election issues"
75,Tue Jan 30 09:28:35 +0000 2024,'@Vijay_Gill321 Bc isliye ki jaldi yaaha bhi election ho
76,Tue Jan 30 09:02:51 +0000 2024,'@BATMANashlin @mrharichandrar1 Election la umbuvan vijay 👍👍
77,Tue Jan 30 08:57:03 +0000 2024,"'@mechanic_jockey His orator skills

He doesn't own media when he speaks it will easily go to the roots

Udhay vs Vijay

Udhay only positive is he have structural organization

But Vijay have crowd pulling power which is 10x greater than udhay

He may not win first election"
78,Tue Jan 30 07:55:51 +0000 2024,'@ShivamSanghi12 Bahut bahut badhai kitna bhi koi bolo public ko Kam dikhta hai bjp ka esliye election me Vijay hoti hai ED &amp; CBI se vijay nhi hota hai ye Aaj or bhi confirm ho gya. 👍
79,Tue Jan 30 03:57:26 +0000 2024,"Daa Vijay fans unka attam
Ellam election vanthapiraku 
Adankipoyidum 
Affuram poi vijaya ooooooo"
80,Tue Jan 30 03:29:40 +0000 2024,"'@Vetrimaran_TM @actorvijay balama ile bro, rombave balama varum, attack by all side, DMK, ADMK, BJP, CONGRESS, other small parties, even heroes will be redirected against VIjay bro, when election comes near by, who knows, Rajini &amp; Ajith, gave voie agaisnt Vijay bro bysupporting BJP/DMK, expect the…"
81,Tue Jan 30 19:20:19 +0000 2024,Vijay might get Christianity money for election expenses. https://t.co/YY4dTwmgFF
82,Tue Jan 30 18:18:22 +0000 2024,Thala for a reason is the only idealogy Vijay na needs to win in the election 🥰
83,Tue Jan 30 17:46:36 +0000 2024,'@SCGpidge @rajeshoffcl @iBeingSankalp Election la ninna affidavit submit pannanum.. athilae Vijay ku wife name enganu suthadi vilum.. daily campaign poganum.. jeyicha assembly ku poganum .. pathirikaiyalar ah santhikanum.. ithukellam sari pattu vara matan vijay
84,Tue Jan 30 14:46:54 +0000 2024,"Tamil superstar Thalapathy Vijay, has begun the process of launching his political party in Tamil Nadu. 

He has reportedly been elected as party president. The party will soon be registered with the Election Commission of India.

 #VijayThalapathy #TamilNadu https://t.co/NugkukTjIG"
85,Tue Jan 30 14:38:26 +0000 2024,"'@geejeyz @Forumkeralam2 @actorvijay @ikamalhaasan @VanathiBJP Exactly Vijay's fanbase might be bigger than Kamal's but in 2019 LS election, MNM scored 3.5% votes just because educated people and A centre voters considered Kamal to be experienced and knowledgeable both of which Vijay lacks."
86,Tue Jan 30 14:29:53 +0000 2024,'@arminiu_ss Atleast Vijay Sinha will surely be with BJP if Nitish Kumar takes another  U turn after 2024 Lok Sabha election.
87,Tue Jan 30 14:24:09 +0000 2024,"'@Forumkeralam2 @actorvijay No chance... Even @ikamalhaasan didn't won minimum 1 seat in assembly election. #KamalHaasan lost against @VanathiBJP in #Coimbatore. 

Vijay has fan base, but that will not convert as vote since he has many bad remarks in cinema career itself."
88,Tue Jan 30 14:15:02 +0000 2024,'@rajeshoffcl @iBeingSankalp Enaku therinju Vijay election la nikka matan.. vmi alungala nippatuvan..
89,Tue Jan 30 14:13:05 +0000 2024,"'@TheAakashavaani Vijay is going to take break for 2 years (political break for 2026 election)

After break it may happen🤞"
90,Tue Jan 30 14:01:59 +0000 2024,"'@Forumkeralam2 @actorvijay He will lose. Tough to win election with this toxic fan base. 

Vijay might have good intentions.
His fans should also have that thought"
91,Tue Jan 30 11:13:14 +0000 2024,"Thalapathy Vijay is also preparing to enter politics

Vijay is going to launch his party
According to reports, Vijay will be the president of his party.

The process of registering it with the Election Commission has been started.

 #TamilNadu https://t.co/yCxQRv93pl"
92,Tue Jan 30 11:09:48 +0000 2024,Lok Sabha election production ADMK 20+ Dmk 15+ other 3+ if this result will come only vijay will be not participate this election means.  #SunNews  #savukkesanker #Savukkumedia  @polimernews @SunTV #tnelection  #gobackmodi #vijay @ibctamilmedia
93,Tue Jan 30 10:15:46 +0000 2024,'@itisprashanth @actorvijay Before election Vijay will also back stab public like @rajinikanth to ensure DMK victory. Both are DMK b team. At least @ikamalhaasan is honest to accept it.
94,Tue Jan 30 09:43:29 +0000 2024,"Vijay Rangarajan has been appointed the new head of the Electoral Commission, which oversees election finance. He's currently Director General at the FCDO, working on ""climate, energy, environment, global health &amp; Covid"". Also worked at MoJ and Cabinet Office on election issues"
95,Tue Jan 30 09:28:35 +0000 2024,'@Vijay_Gill321 Bc isliye ki jaldi yaaha bhi election ho
96,Tue Jan 30 09:02:51 +0000 2024,'@BATMANashlin @mrharichandrar1 Election la umbuvan vijay 👍👍
97,Tue Jan 30 08:57:03 +0000 2024,"'@mechanic_jockey His orator skills

He doesn't own media when he speaks it will easily go to the roots

Udhay vs Vijay

Udhay only positive is he have structural organization

But Vijay have crowd pulling power which is 10x greater than udhay

He may not win first election"
98,Tue Jan 30 07:55:51 +0000 2024,'@ShivamSanghi12 Bahut bahut badhai kitna bhi koi bolo public ko Kam dikhta hai bjp ka esliye election me Vijay hoti hai ED &amp; CBI se vijay nhi hota hai ye Aaj or bhi confirm ho gya. 👍
99,Tue Jan 30 03:57:26 +0000 2024,"Daa Vijay fans unka attam
Ellam election vanthapiraku 
Adankipoyidum 
Affuram poi vijaya ooooooo"
100,Tue Jan 30 03:29:40 +0000 2024,"'@Vetrimaran_TM @actorvijay balama ile bro, rombave balama varum, attack by all side, DMK, ADMK, BJP, CONGRESS, other small parties, even heroes will be redirected against VIjay bro, when election comes near by, who knows, Rajini &amp; Ajith, gave voie agaisnt Vijay bro bysupporting BJP/DMK, expect the…"
101,Tue Jan 30 19:20:19 +0000 2024,Vijay might get Christianity money for election expenses. https://t.co/YY4dTwmgFF
102,Tue Jan 30 18:18:22 +0000 2024,Thala for a reason is the only idealogy Vijay na needs to win in the election 🥰
103,Tue Jan 30 17:46:36 +0000 2024,'@SCGpidge @rajeshoffcl @iBeingSankalp Election la ninna affidavit submit pannanum.. athilae Vijay ku wife name enganu suthadi vilum.. daily campaign poganum.. jeyicha assembly ku poganum .. pathirikaiyalar ah santhikanum.. ithukellam sari pattu vara matan vijay
104,Tue Jan 30 14:46:54 +0000 2024,"Tamil superstar Thalapathy Vijay, has begun the process of launching his political party in Tamil Nadu. 

He has reportedly been elected as party president. The party will soon be registered with the Election Commission of India.

 #VijayThalapathy #TamilNadu https://t.co/NugkukTjIG"
105,Tue Jan 30 14:38:26 +0000 2024,"'@geejeyz @Forumkeralam2 @actorvijay @ikamalhaasan @VanathiBJP Exactly Vijay's fanbase might be bigger than Kamal's but in 2019 LS election, MNM scored 3.5% votes just because educated people and A centre voters considered Kamal to be experienced and knowledgeable both of which Vijay lacks."
106,Tue Jan 30 14:29:53 +0000 2024,'@arminiu_ss Atleast Vijay Sinha will surely be with BJP if Nitish Kumar takes another  U turn after 2024 Lok Sabha election.
107,Tue Jan 30 14:24:09 +0000 2024,"'@Forumkeralam2 @actorvijay No chance... Even @ikamalhaasan didn't won minimum 1 seat in assembly election. #KamalHaasan lost against @VanathiBJP in #Coimbatore. 

Vijay has fan base, but that will not convert as vote since he has many bad remarks in cinema career itself."
108,Tue Jan 30 14:15:02 +0000 2024,'@rajeshoffcl @iBeingSankalp Enaku therinju Vijay election la nikka matan.. vmi alungala nippatuvan..
109,Tue Jan 30 14:13:05 +0000 2024,"'@TheAakashavaani Vijay is going to take break for 2 years (political break for 2026 election)

After break it may happen🤞"
110,Tue Jan 30 14:01:59 +0000 2024,"'@Forumkeralam2 @actorvijay He will lose. Tough to win election with this toxic fan base. 

Vijay might have good intentions.
His fans should also have that thought"
111,Tue Jan 30 11:13:14 +0000 2024,"Thalapathy Vijay is also preparing to enter politics

Vijay is going to launch his party
According to reports, Vijay will be the president of his party.

The process of registering it with the Election Commission has been started.

 #TamilNadu https://t.co/yCxQRv93pl"
112,Tue Jan 30 11:09:48 +0000 2024,Lok Sabha election production ADMK 20+ Dmk 15+ other 3+ if this result will come only vijay will be not participate this election means.  #SunNews  #savukkesanker #Savukkumedia  @polimernews @SunTV #tnelection  #gobackmodi #vijay @ibctamilmedia
113,Tue Jan 30 10:15:46 +0000 2024,'@itisprashanth @actorvijay Before election Vijay will also back stab public like @rajinikanth to ensure DMK victory. Both are DMK b team. At least @ikamalhaasan is honest to accept it.
114,Tue Jan 30 09:43:29 +0000 2024,"Vijay Rangarajan has been appointed the new head of the Electoral Commission, which oversees election finance. He's currently Director General at the FCDO, working on ""climate, energy, environment, global health &amp; Covid"". Also worked at MoJ and Cabinet Office on election issues"
115,Tue Jan 30 09:28:35 +0000 2024,'@Vijay_Gill321 Bc isliye ki jaldi yaaha bhi election ho
116,Tue Jan 30 09:02:51 +0000 2024,'@BATMANashlin @mrharichandrar1 Election la umbuvan vijay 👍👍
117,Tue Jan 30 08:57:03 +0000 2024,"'@mechanic_jockey His orator skills

He doesn't own media when he speaks it will easily go to the roots

Udhay vs Vijay

Udhay only positive is he have structural organization

But Vijay have crowd pulling power which is 10x greater than udhay

He may not win first election"
118,Tue Jan 30 07:55:51 +0000 2024,'@ShivamSanghi12 Bahut bahut badhai kitna bhi koi bolo public ko Kam dikhta hai bjp ka esliye election me Vijay hoti hai ED &amp; CBI se vijay nhi hota hai ye Aaj or bhi confirm ho gya. 👍
119,Tue Jan 30 03:57:26 +0000 2024,"Daa Vijay fans unka attam
Ellam election vanthapiraku 
Adankipoyidum 
Affuram poi vijaya ooooooo"
120,Tue Jan 30 03:29:40 +0000 2024,"'@Vetrimaran_TM @actorvijay balama ile bro, rombave balama varum, attack by all side, DMK, ADMK, BJP, CONGRESS, other small parties, even heroes will be redirected against VIjay bro, when election comes near by, who knows, Rajini &amp; Ajith, gave voie agaisnt Vijay bro bysupporting BJP/DMK, expect the…"
121,Tue Jan 30 19:20:19 +0000 2024,Vijay might get Christianity money for election expenses. https://t.co/YY4dTwmgFF
122,Tue Jan 30 18:18:22 +0000 2024,Thala for a reason is the only idealogy Vijay na needs to win in the election 🥰
123,Tue Jan 30 17:46:36 +0000 2024,'@SCGpidge @rajeshoffcl @iBeingSankalp Election la ninna affidavit submit pannanum.. athilae Vijay ku wife name enganu suthadi vilum.. daily campaign poganum.. jeyicha assembly ku poganum .. pathirikaiyalar ah santhikanum.. ithukellam sari pattu vara matan vijay
124,Tue Jan 30 14:46:54 +0000 2024,"Tamil superstar Thalapathy Vijay, has begun the process of launching his political party in Tamil Nadu. 

He has reportedly been elected as party president. The party will soon be registered with the Election Commission of India.

 #VijayThalapathy #TamilNadu https://t.co/NugkukTjIG"
125,Tue Jan 30 14:38:26 +0000 2024,"'@geejeyz @Forumkeralam2 @actorvijay @ikamalhaasan @VanathiBJP Exactly Vijay's fanbase might be bigger than Kamal's but in 2019 LS election, MNM scored 3.5% votes just because educated people and A centre voters considered Kamal to be experienced and knowledgeable both of which Vijay lacks."
126,Tue Jan 30 14:29:53 +0000 2024,'@arminiu_ss Atleast Vijay Sinha will surely be with BJP if Nitish Kumar takes another  U turn after 2024 Lok Sabha election.
127,Tue Jan 30 14:24:09 +0000 2024,"'@Forumkeralam2 @actorvijay No chance... Even @ikamalhaasan didn't won minimum 1 seat in assembly election. #KamalHaasan lost against @VanathiBJP in #Coimbatore. 

Vijay has fan base, but that will not convert as vote since he has many bad remarks in cinema career itself."
128,Tue Jan 30 14:15:02 +0000 2024,'@rajeshoffcl @iBeingSankalp Enaku therinju Vijay election la nikka matan.. vmi alungala nippatuvan..
129,Tue Jan 30 14:13:05 +0000 2024,"'@TheAakashavaani Vijay is going to take break for 2 years (political break for 2026 election)

After break it may happen🤞"
130,Tue Jan 30 14:01:59 +0000 2024,"'@Forumkeralam2 @actorvijay He will lose. Tough to win election with this toxic fan base. 

Vijay might have good intentions.
His fans should also have that thought"
131,Tue Jan 30 11:13:14 +0000 2024,"Thalapathy Vijay is also preparing to enter politics

Vijay is going to launch his party
According to reports, Vijay will be the president of his party.

The process of registering it with the Election Commission has been started.

 #TamilNadu https://t.co/yCxQRv93pl"
132,Tue Jan 30 11:09:48 +0000 2024,Lok Sabha election production ADMK 20+ Dmk 15+ other 3+ if this result will come only vijay will be not participate this election means.  #SunNews  #savukkesanker #Savukkumedia  @polimernews @SunTV #tnelection  #gobackmodi #vijay @ibctamilmedia
133,Tue Jan 30 10:15:46 +0000 2024,'@itisprashanth @actorvijay Before election Vijay will also back stab public like @rajinikanth to ensure DMK victory. Both are DMK b team. At least @ikamalhaasan is honest to accept it.
